PeakID (cmd=annotatePeaks.pl HIOE_RFX6/HIOE_RFX6_0917input_0.05peaks.txt hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr2-73	chr2	25016532	25016986	+	70.6	0.891	promoter-TSS (NM_001013663)	promoter-TSS (NM_001013663)	465	NR_136184	79172	Hs.731569	NM_024322	ENSG00000138092	CENPO	CENP-O|ICEN-36|MCM21R	centromere protein O	protein-coding
chr1-111	chr1	239216635	239217089	+	70.6	0.967	Intergenic	L2|LINE|L2	-333006	NM_001347716	1131	Hs.7138	NM_000740	ENSG00000133019	CHRM3	EGBRS|HM3|PBS	cholinergic receptor muscarinic 3	protein-coding
chr13-22	chr13	27541431	27541885	+	69.3	0.918	Intergenic	Intergenic	-158012	NR_046547	100874070	Hs.524923	NR_046547		USP12-AS1	-	USP12 antisense RNA 1	ncRNA
chr10-42	chr10	105262447	105262901	+	69.3	0.951	intron (NR_120675, intron 2 of 3)	intron (NR_120675, intron 2 of 3)	9212	NM_004210	9148	Hs.594708	NM_004210	ENSG00000107954	NEURL1	NEUR1|NEURL|RNF67|bA416N2.1|neu|neu-1	neuralized E3 ubiquitin protein ligase 1	protein-coding
chr16-61	chr16	50748419	50748873	+	69.3	0.951	intron (NM_001370466, intron 4 of 11)	intron (NM_001370466, intron 4 of 11)	15355	NM_001293557	64127	Hs.592072	NM_022162	ENSG00000167207	NOD2	ACUG|BLAU|BLAUS|CARD15|CD|CLR16.3|IBD1|NLRC2|NOD2B|PSORAS1|YAOS	nucleotide binding oligomerization domain containing 2	protein-coding
chr11-69	chr11	44304124	44304578	+	69.3	0.902	intron (NM_021926, intron 1 of 3)	L1ME1|LINE|L1	27338	NM_021926	60529	Hs.436055	NM_021926	ENSG00000052850	ALX4	CRS5|FND2	ALX homeobox 4	protein-coding
chr7-56	chr7	1577560	1578014	+	69.3	0.903	intron (NM_002360, intron 1 of 2)	intron (NM_002360, intron 1 of 2)	-3271	NR_149036	100128653	Hs.656985	NR_149036		LOC100128653	-	uncharacterized LOC100128653	ncRNA
chr2-82	chr2	217509697	217510151	+	69.3	0.917	intron (NM_000597, intron 1 of 3)	intron (NM_000597, intron 1 of 3)	11781	NM_000597	3485	Hs.438102	NM_000597	ENSG00000115457	IGFBP2	IBP2|IGF-BP53	insulin like growth factor binding protein 2	protein-coding
chr12-55	chr12	29344406	29344860	+	69.3	0.947	intron (NM_001271783, intron 1 of 11)	Eulor9A|DNA|DNA	-31966	NM_018099	55711	Hs.684482	NM_018099	ENSG00000064763	FAR2	HEL-S-81|MLSTD1|SDR10E2	fatty acyl-CoA reductase 2	protein-coding
chr17-73	chr17	29277943	29278397	+	69.3	0.915	intron (NM_018404, intron 7 of 10)	intron (NM_018404, intron 7 of 10)	-19887	NM_001184992	84282	Hs.29874	NM_032322	ENSG00000181481	RNF135	L13|MMFD|REUL|Riplet	ring finger protein 135	protein-coding
chr4-34	chr4	114037614	114038068	+	69.3	0.950	promoter-TSS (NM_001354237)	promoter-TSS (NM_001354237)	-12	NM_001354242	287	Hs.620557	NM_001148	ENSG00000145362	ANK2	ANK-2|LQT4|brank-2	ankyrin 2	protein-coding
chr20-23	chr20	42565110	42565564	+	69.3	0.899	intron (NM_001098796, intron 1 of 8)	MLT1H|LTR|ERVL-MaLR	-9199	NM_001098798	84969	Hs.26608	NM_032883	ENSG00000124191	TOX2	C20orf100|GCX-1|GCX1|dJ1108D11.2|dJ495O3.1	TOX high mobility group box family member 2	protein-coding
chrX-7	chrX	152829479	152829933	+	69.3	0.967	intron (NM_001001344, intron 18 of 19)	MER77|LTR|ERVL	28126	NM_021949	492	Hs.533956	NM_021949	ENSG00000067842	ATP2B3	CFAP39|CLA2|OPCA|PMCA3|PMCA3a|SCAX1	ATPase plasma membrane Ca2+ transporting 3	protein-coding
chr8-30	chr8	80361812	80362266	+	69.3	0.951	Intergenic	Intergenic	117616	NR_162137	113219456		NR_162137		MIR12123	-	microRNA 12123	ncRNA
chr19-81	chr19	42781767	42782221	+	69.3	0.871	intron (NM_001304815, intron 2 of 20)	intron (NM_001304815, intron 2 of 20)	-6823	NM_015125	23152	Hs.388236	NM_015125	ENSG00000079432	CIC	MRD45	capicua transcriptional repressor	protein-coding
chr6-52	chr6	41909330	41909784	+	69.3	0.900	promoter-TSS (NM_001136125)	promoter-TSS (NM_001136125)	29	NM_001287427	896	Hs.534307	NM_001760	ENSG00000112576	CCND3	-	cyclin D3	protein-coding
chr7-57	chr7	73157230	73157684	+	69.3	0.903	Intergenic	Intergenic	-4260	NM_148912	83451	Hs.647045	NM_148912	ENSG00000106077	ABHD11	PP1226|WBSCR21	abhydrolase domain containing 11	protein-coding
chr7-51	chr7	380010	380464	+	69.3	0.828	Intergenic	LTR16E1|LTR|ERVL	-39154	NR_033960	442497	Hs.704269	NR_033960	ENSG00000249574	LOC442497	-	uncharacterized LOC442497	ncRNA
chr7-59	chr7	47039345	47039799	+	69.3	0.949	Intergenic	Intergenic	-302852	NR_134575	730338	Hs.640207	NR_134575	ENSG00000233539	LOC730338	-	uncharacterized LOC730338	ncRNA
chr19-79	chr19	58874033	58874487	+	69.3	0.908	promoter-TSS (NM_001207009)	promoter-TSS (NM_001207009)	-143	NM_198458	162968	Hs.447840	NM_198458	ENSG00000174586	ZNF497	-	zinc finger protein 497	protein-coding
chr1-102	chr1	41869829	41870283	+	69.3	0.850	Intergenic	Intergenic	-28715	NR_135817	101929901		NR_135817	ENSG00000229901	LOC101929901	-	uncharacterized LOC101929901	ncRNA
chr6-51	chr6	153424381	153424835	+	69.3	0.898	intron (NM_012419, intron 1 of 4)	intron (NM_012419, intron 1 of 4)	27809	NM_012419	26575	Hs.166313	NM_012419	ENSG00000091844	RGS17	RGS-17|RGSZ2|hRGS17	regulator of G protein signaling 17	protein-coding
chr5-39	chr5	102294284	102294738	+	69.3	0.952	intron (NM_001364584, intron 12 of 25)	intron (NM_001364584, intron 12 of 25)	92984	NR_033440	5066	Hs.369430	NM_000919	ENSG00000145730	PAM	PAL|PHM	peptidylglycine alpha-amidating monooxygenase	protein-coding
chr9-52	chr9	68412974	68413428	+	69.3	0.714	non-coding (NR_146625, exon 2 of 2)	non-coding (NR_146625, exon 2 of 2)	-2107	NR_039689	100616194		NR_039689	ENSG00000266017	MIR4477B	-	microRNA 4477b	ncRNA
chr14-36	chr14	77424862	77425316	+	69.3	0.883	promoter-TSS (NR_133913)	promoter-TSS (NR_133913)	-892	NR_133913	105370578	Hs.574184	NR_133913	ENSG00000258602	LINC01629	linc-KIAA1737-2	long intergenic non-protein coding RNA 1629	ncRNA
chr19-84	chr19	18575373	18575827	+	69.3	0.898	intron (NM_006532, intron 4 of 11)	intron (NM_006532, intron 4 of 11)	-26657	NR_045574	51477	Hs.405873	NM_016368	ENSG00000105655	ISYNA1	INO1|INOS|IPS|IPS 1|IPS-1	inositol-3-phosphate synthase 1	protein-coding
chr19-83	chr19	47457246	47457700	+	69.3	0.933	intron (NM_004491, intron 3 of 6)	MLT1A|LTR|ERVL-MaLR	-65621	NM_002517	4861	Hs.79564	NM_002517	ENSG00000130751	NPAS1	MOP5|PASD5|bHLHe11	neuronal PAS domain protein 1	protein-coding
chr1-101	chr1	42928741	42929195	+	69.3	0.881	promoter-TSS (NM_001355227)	promoter-TSS (NM_001355227)	11	NM_001355227	728621	Hs.729640	NM_001080850	ENSG00000186409	CCDC30	PFD6L|PFDN6L	coiled-coil domain containing 30	protein-coding
chr18-13	chr18	54694533	54694987	+	69.3	0.887	3' UTR (NM_052834, exon 27 of 27)	3' UTR (NM_052834, exon 27 of 27)	44590	NR_152602	100885779	Hs.565136	NR_048536	ENSG00000258609	LINC-ROR	ROR|lincRNA-RoR|lincRNA-ST8SIA3	long intergenic non-protein coding RNA, regulator of reprogramming	ncRNA
chr7-55	chr7	157361310	157361764	+	69.3	0.915	intron (NM_001308268, intron 21 of 22)	CpG	5577	NR_029689	406945		NR_029689	ENSG00000207960	MIR153-2	MIRN153-2|mir-153-2	microRNA 153-2	ncRNA
chr14-39	chr14	70465831	70466285	+	68.0	0.860	intron (NM_001034852, intron 7 of 11)	intron (NM_001034852, intron 7 of 11)	21208	NR_145786	109623479		NR_145786		SNORD169	-	small nucleolar RNA, C/D box 169	snoRNA
chr1-109	chr1	118120213	118120667	+	68.0	0.817	Intergenic	Intergenic	27952	NR_121626	100996263	Hs.202533	NR_121626	ENSG00000236866	LOC100996263	-	uncharacterized LOC100996263	ncRNA
chr19-86	chr19	55758917	55759371	+	68.0	0.847	intron (NM_014931, intron 1 of 23)	intron (NM_014931, intron 1 of 23)	-2526	NR_106861	102466739		NR_106861	ENSG00000278264	MIR6803	hsa-mir-6803	microRNA 6803	ncRNA
chr16-68	chr16	71239603	71240057	+	68.0	0.933	intron (NM_001198543, intron 1 of 18)	L1PREC2|LINE|L1	24795	NM_001198542	54768	Hs.351914	NM_017558	ENSG00000157423	HYDIN	CILD5|HYDIN1|HYDIN2|PPP1R31	HYDIN axonemal central pair apparatus protein	protein-coding
chr9-50	chr9	38358401	38358855	+	68.0	0.797	Intergenic	AluJo|SINE|Alu	-34071	NM_000692	219	Hs.436219	NM_000692	ENSG00000137124	ALDH1B1	ALDH5|ALDHX	aldehyde dehydrogenase 1 family member B1	protein-coding
chr5-42	chr5	173160011	173160465	+	68.0	0.931	intron (NR_108027, intron 1 of 2)	intron (NR_108027, intron 1 of 2)	12974	NR_108027	101928136	Hs.449267	NR_108027	ENSG00000253686	LINC01484	-	long intergenic non-protein coding RNA 1484	ncRNA
chr2-87	chr2	84743348	84743802	+	68.0	0.898	promoter-TSS (NM_001370)	promoter-TSS (NM_001370)	-4	NM_001370	1768	Hs.249972	NM_001370	ENSG00000115423	DNAH6	DNHL1|Dnahc6|HL-2|HL2	dynein axonemal heavy chain 6	protein-coding
chr4-31	chr4	6336256	6336710	+	68.0	0.903	intron (NM_181876, intron 6 of 8)	MamRep38|DNA|hAT	47112	NM_181876	5522	Hs.479069	NM_020416	ENSG00000074211	PPP2R2C	B55-GAMMA|B55gamma|IMYPNO|IMYPNO1|PR52|PR55G	protein phosphatase 2 regulatory subunit Bgamma	protein-coding
chr17-55	chr17	79068713	79069167	+	68.0	0.910	intron (NM_001144888, intron 6 of 13)	intron (NM_001144888, intron 6 of 13)	30233	NR_030394	724027		NR_030394	ENSG00000207736	MIR657	MIRN657|hsa-mir-657	microRNA 657	ncRNA
chrX-6	chrX	71351756	71352210	+	68.0	0.932	promoter-TSS (NM_001024455)	promoter-TSS (NM_001024455)	-218	NM_001024455	340526	Hs.512180	NM_001024455	ENSG00000242732	RTL5	6430402L03Rik|MAR5|MART5|RGAG4|SIRH8	retrotransposon Gag like 5	protein-coding
chr2-83	chr2	85529352	85529806	+	68.0	0.915	intron (NM_031283, intron 4 of 11)	intron (NM_031283, intron 4 of 11)	25533	NM_001368096	10618	Hs.593382	NM_006464	ENSG00000152291	TGOLN2	TGN38|TGN46|TGN48|TGN51|TTGN2	trans-golgi network protein 2	protein-coding
chr2-79	chr2	44000937	44001391	+	68.0	0.915	promoter-TSS (NM_001193464)	promoter-TSS (NM_001193464)	-14	NM_001348913	51626	Hs.371597	NM_015522	ENSG00000138036	DYNC2LI1	CGI-60|D2LIC|LIC3	dynein cytoplasmic 2 light intermediate chain 1	protein-coding
chr12-52	chr12	123303713	123304167	+	68.0	0.931	intron (NR_027918, intron 11 of 12)	L1MC4a|LINE|L1	-15355	NM_001303099	9026	Hs.524815	NM_003959	ENSG00000130787	HIP1R	HIP12|HIP3|ILWEQ	huntingtin interacting protein 1 related	protein-coding
chr17-66	chr17	45023051	45023505	+	68.0	0.915	intron (NM_001321133, intron 6 of 6)	intron (NM_001321133, intron 6 of 6)	22752	NM_054022	9570	Hs.463278	NM_004287	ENSG00000108433	GOSR2	Bos1|EPM6|GS27	golgi SNAP receptor complex member 2	protein-coding
chr12-49	chr12	3723917	3724371	+	68.0	0.922	TTS (NM_001144958)	TTS (NM_001144958)	-122159	NR_126055	100129223	Hs.586788	NR_126055		THCAT155	-	thyroid cancer-associated transcript 155	ncRNA
chr1-124	chr1	246058196	246058650	+	68.0	0.966	intron (NM_022743, intron 8 of 11)	intron (NM_022743, intron 8 of 11)	522291	NM_022743	64754	Hs.567571	NM_022743	ENSG00000185420	SMYD3	KMT3E|ZMYND1|ZNFN3A1|bA74P14.1	SET and MYND domain containing 3	protein-coding
chr9-60	chr9	128059261	128059715	+	68.0	0.862	intron (NM_001282680, intron 3 of 27)	L2a|LINE|L2	35383	NM_001354301	26130	Hs.42376	NM_015635	ENSG00000165219	GAPVD1	GAPEX5|GAPex-5|RAP6	GTPase activating protein and VPS9 domains 1	protein-coding
chr11-71	chr11	66277861	66278315	+	68.0	0.937	promoter-TSS (NM_024649)	promoter-TSS (NM_024649)	-18	NM_024649	582	Hs.502915	NM_024649	ENSG00000174483	BBS1	BBS2L2	Bardet-Biedl syndrome 1	protein-coding
chr16-64	chr16	3062141	3062595	+	68.0	0.911	promoter-TSS (NM_020982)	promoter-TSS (NM_020982)	-556	NM_020982	9080	Hs.296949	NM_020982	ENSG00000213937	CLDN9	-	claudin 9	protein-coding
chr3-50	chr3	52350023	52350477	+	68.0	0.967	promoter-TSS (NM_015512)	promoter-TSS (NM_015512)	-85	NM_015512	25981	Hs.655469	NM_015512	ENSG00000114841	DNAH1	CILD37|DNAHC1|HDHC7|HL-11|HL11|HSRF-1|SPGF18|XLHSRF-1	dynein axonemal heavy chain 1	protein-coding
chr17-65	chr17	2807428	2807882	+	68.0	0.883	intron (NM_001100398, intron 2 of 23)	intron (NM_001100398, intron 2 of 23)	61534	NR_110818	101927911	Hs.626373	NR_110818	ENSG00000262884	LOC101927911	-	uncharacterized LOC101927911	ncRNA
chr7-58	chr7	150065450	150065904	+	68.0	0.897	promoter-TSS (NM_001099696)	promoter-TSS (NM_001099696)	-202	NM_001099696	29803	Hs.647086	NM_013400	ENSG00000214022	REPIN1	AP4|RIP60|ZNF464|Zfp464	replication initiator 1	protein-coding
chr21-14	chr21	43187118	43187572	+	68.0	0.947	promoter-TSS (NM_020639)	promoter-TSS (NM_020639)	-133	NM_020639	54101	Hs.517310	NM_020639	ENSG00000183421	RIPK4	ANKK2|ANKRD3|CHANDS|DIK|NKRD3|PKK|PPS2|RIP4	receptor interacting serine/threonine kinase 4	protein-coding
chr10-46	chr10	73599836	73600290	+	68.0	0.932	intron (NM_001042465, intron 1 of 14)	intron (NM_001042465, intron 1 of 14)	10945	NM_002778	5660	Hs.523004	NM_002778	ENSG00000197746	PSAP	GLBA|SAP1	prosaposin	protein-coding
chr1-105	chr1	26254014	26254468	+	68.0	0.836	Intergenic	Intergenic	-20873	NM_203399	3925	Hs.209983	NM_005563	ENSG00000117632	STMN1	C1orf215|LAP18|Lag|OP18|PP17|PP19|PR22|SMN	stathmin 1	protein-coding
chr9-53	chr9	114928359	114928813	+	68.0	0.933	intron (NM_022486, intron 1 of 16)	MER81|DNA|hAT-Blackjack	8991	NM_001282640	64420	Hs.494827	NM_022486	ENSG00000106868	SUSD1	-	sushi domain containing 1	protein-coding
chr13-23	chr13	100150631	100151085	+	68.0	0.912	intron (NR_110731, intron 1 of 4)	CpG	702	NR_110731	102725509	Hs.648968	NR_110731		LINC01232	TCONS_00021520	long intergenic non-protein coding RNA 1232	ncRNA
chr9-58	chr9	35733131	35733585	+	68.0	0.948	TTS (NR_106912)	TTS (NR_106912)	439	NR_106912	102466201		NR_106912	ENSG00000273945	MIR6853	hsa-mir-6853	microRNA 6853	ncRNA
chr16-66	chr16	71264415	71264869	+	68.0	0.898	promoter-TSS (NM_017558)	promoter-TSS (NM_017558)	-17	NM_001270974	54768	Hs.351914	NM_017558	ENSG00000157423	HYDIN	CILD5|HYDIN1|HYDIN2|PPP1R31	HYDIN axonemal central pair apparatus protein	protein-coding
chr6-54	chr6	151634107	151634561	+	68.0	0.933	intron (NM_005100, intron 3 of 4)	intron (NM_005100, intron 3 of 4)	-12332	NM_144497	9590	Hs.371240	NM_005100	ENSG00000131016	AKAP12	AKAP250|SSeCKS	A-kinase anchoring protein 12	protein-coding
chr10-48	chr10	72222282	72222736	+	68.0	0.931	Intergenic	Intergenic	-14805	NM_001329906	4838	Hs.370414	NM_018055	ENSG00000156574	NODAL	HTX5	nodal growth differentiation factor	protein-coding
chr17-63	chr17	2300149	2300603	+	68.0	0.919	intron (NM_020310, intron 1 of 5)	intron (NM_020310, intron 1 of 5)	3978	NM_020310	4335	Hs.626579	NM_020310	ENSG00000070444	MNT	MAD6|MXD6|ROX|bHLHd3	MAX network transcriptional repressor	protein-coding
chr6-64	chr6	27440514	27440968	+	66.8	0.950	promoter-TSS (NM_001318892)	promoter-TSS (NM_001318892)	-64	NM_001318892	7738	Hs.158174	NM_007149	ENSG00000096654	ZNF184	kr-ZNF3	zinc finger protein 184	protein-coding
chr10-44	chr10	127584911	127585365	+	66.8	0.932	promoter-TSS (NM_001350939)	promoter-TSS (NM_001350939)	34	NM_001350939	92565	Hs.352591	NM_145235	ENSG00000203780	FANK1	HSD13	fibronectin type III and ankyrin repeat domains 1	protein-coding
chr16-65	chr16	58155405	58155859	+	66.8	0.966	intron (NM_013242, intron 1 of 5)	intron (NM_013242, intron 1 of 5)	7653	NM_013242	29105	Hs.532755	NM_013242	ENSG00000070761	CFAP20	BUG22|C16orf80|EVORF|GTL3|fSAP23	cilia and flagella associated protein 20	protein-coding
chr3-57	chr3	45634530	45634984	+	66.8	0.912	Intergenic	Intergenic	-1486	NM_014240	8994	Hs.193370	NM_014240	ENSG00000144791	LIMD1	-	LIM domains containing 1	protein-coding
chr13-27	chr13	33522052	33522506	+	66.8	0.946	Intergenic	Intergenic	-36489	NR_047020	100874167	Hs.406290	NR_047020		LINC00423	-	long intergenic non-protein coding RNA 423	ncRNA
chr9-56	chr9	129481904	129482358	+	66.8	0.946	Intergenic	Intergenic	-85154	NM_001135776	23099	Hs.355581	NM_014007	ENSG00000169155	ZBTB43	ZBTB22B|ZNF-X|ZNF297B	zinc finger and BTB domain containing 43	protein-coding
chr17-62	chr17	72364739	72365193	+	66.8	0.903	intron (NM_001331076, intron 1 of 3)	intron (NM_001331076, intron 1 of 3)	1321	NM_001331077	350383	Hs.574368	NM_181790	ENSG00000257008	GPR142	GPRg1b|PGR2	G protein-coupled receptor 142	protein-coding
chr13-25	chr13	110468786	110469240	+	66.8	0.947	Intergenic	Intergenic	-30083	NM_003749	8660	Hs.442344	NM_003749	ENSG00000185950	IRS2	IRS-2	insulin receptor substrate 2	protein-coding
chr2-86	chr2	39011547	39012001	+	66.8	0.864	3' UTR (NM_024775, exon 3 of 3)	3' UTR (NM_024775, exon 3 of 3)	6422	NM_024775	79833	Hs.143818	NM_024775	ENSG00000152147	GEMIN6	-	gem nuclear organelle associated protein 6	protein-coding
chr17-69	chr17	76899073	76899527	+	66.8	0.933	promoter-TSS (NM_001243541)	promoter-TSS (NM_001243541)	-17	NM_001243541	100653515	Hs.734636	NM_001243540	ENSG00000178404	CEP295NL	DDC8|KIAA1731NL	CEP295 N-terminal like	protein-coding
chr12-56	chr12	131323561	131324015	+	66.8	0.964	promoter-TSS (NM_001351049)	promoter-TSS (NM_001351049)	7	NM_001351052	2054	Hs.437585	NM_001980	ENSG00000111450	STX2	EPIM|EPM|STX2A|STX2B|STX2C	syntaxin 2	protein-coding
chr7-61	chr7	48074843	48075297	+	66.8	0.929	promoter-TSS (NM_001267865)	promoter-TSS (NM_001267865)	-38	NM_001267865	136288	Hs.258357	NM_001100159	ENSG00000164746	C7orf57	-	chromosome 7 open reading frame 57	protein-coding
chr8-33	chr8	144049480	144049934	+	66.8	0.912	Intergenic	LTR10G|LTR|ERV1	-27538	NR_102426	100128627		NR_102426		CDC42P3	-	cell division cycle 42 pseudogene 3	pseudo
chr2-81	chr2	237830738	237831192	+	66.8	0.889	Intergenic	Intergenic	133845	NR_135202	93463	Hs.652810	NR_135202	ENSG00000124835	LOC93463	-	uncharacterized LOC93463	ncRNA
chr8-32	chr8	22638835	22639289	+	66.8	0.914	intron (NM_001363233, intron 4 of 6)	intron (NM_001363233, intron 4 of 6)	-88069	NM_004430	1960	Hs.534313	NM_004430	ENSG00000179388	EGR3	EGR-3|PILOT	early growth response 3	protein-coding
chr11-75	chr11	57479110	57479564	+	66.8	0.947	promoter-TSS (NM_015959)	promoter-TSS (NM_015959)	350	NM_153450	219541	Hs.43619	NM_153450	ENSG00000156603	MED19	DT2P1G7|LCMR1|MED19AS	mediator complex subunit 19	protein-coding
chr6-57	chr6	111580223	111580677	+	66.8	0.945	promoter-TSS (NM_153369)	promoter-TSS (NM_153369)	-92	NM_153369	91749	Hs.400572	NM_153369	ENSG00000173214	MFSD4B	KIAA1919|NaGLT1	major facilitator superfamily domain containing 4B	protein-coding
chr1-115	chr1	59965529	59965983	+	66.8	0.947	intron (NM_001244714, intron 4 of 13)	intron (NM_001244714, intron 4 of 13)	-15546	NM_001278224	55277	Hs.444301	NM_018291	ENSG00000172456	FGGY	-	FGGY carbohydrate kinase domain containing	protein-coding
chrX-9	chrX	52949931	52950385	+	66.8	0.893	Intergenic	CpG	22073	NM_001099684	727866	Hs.6451	NM_001099684	ENSG00000179304	FAM156B	TMEM29B	family with sequence similarity 156 member B	protein-coding
chr14-42	chr14	77279063	77279517	+	66.8	0.895	promoter-TSS (NM_015305)	promoter-TSS (NM_015305)	-65	NM_001370746	23357	Hs.497448	NM_015305	ENSG00000013523	ANGEL1	Ccr4e|KIAA0759	angel homolog 1	protein-coding
chr9-51	chr9	19202233	19202687	+	66.8	0.883	Intergenic	Intergenic	-28231	NM_017925	55667	Hs.249591	NM_017925	ENSG00000137145	DENND4C	C9orf55|C9orf55B|RAB10GEF|bA513M16.3	DENN domain containing 4C	protein-coding
chr4-36	chr4	8041010	8041464	+	66.8	0.914	intron (NM_001130083, intron 9 of 20)	intron (NM_001130083, intron 9 of 20)	32478	NM_001286688	84448	Hs.233404	NM_032432	ENSG00000163995	ABLIM2	-	actin binding LIM protein family member 2	protein-coding
chr3-62	chr3	177802570	177803024	+	66.8	0.965	Intergenic	Intergenic	268144	NR_110826	102724550	Hs.570526	NR_110826	ENSG00000231574	LINC02015	KCCAT211	long intergenic non-protein coding RNA 2015	ncRNA
chr17-68	chr17	16472371	16472825	+	65.5	0.898	promoter-TSS (NM_001346167)	promoter-TSS (NM_001346167)	-72	NM_001346169	57336	Hs.99724	NM_020653	ENSG00000141040	ZNF287	ZKSCAN13|ZSCAN45	zinc finger protein 287	protein-coding
chr10-51	chr10	130429289	130429743	+	65.5	0.944	Intergenic	Intergenic	-281581	NR_148990	728327	Hs.454452	NR_148990	ENSG00000224190	LINC02667	-	long intergenic non-protein coding RNA 2667	ncRNA
chr11-74	chr11	119572722	119573176	+	65.5	0.885	intron (NM_203286, intron 1 of 5)	intron (NM_203286, intron 1 of 5)	26961	NM_203286	5818	Hs.334846	NM_002855	ENSG00000110400	NECTIN1	CD111|CLPED1|ED4|HIgR|HV1S|HVEC|OFC7|PRR|PRR1|PVRL1|PVRR|PVRR1|SK-12|nectin-1	nectin cell adhesion molecule 1	protein-coding
chr2-84	chr2	90485198	90485652	+	65.5	0.825	Intergenic	(GCTG)n|Simple_repeat|Simple_repeat	1362550	NR_027238	654342	Hs.469287	NR_027238		LSP1P4	-	LSP1 pseudogene 4	pseudo
chr5-43	chr5	172366524	172366978	+	65.5	0.869	intron (NM_001031711, intron 9 of 9)	intron (NM_001031711, intron 9 of 9)	-18981	NM_001317981	51121	Hs.546390	NM_016093	ENSG00000037241	RPL26L1	RPL26P1	ribosomal protein L26 like 1	protein-coding
chr5-44	chr5	159414059	159414513	+	65.5	0.879	Intergenic	CpG	-21821	NM_001282500	7265	Hs.519718	NM_003314	ENSG00000113312	TTC1	TPR1	tetratricopeptide repeat domain 1	protein-coding
chr19-90	chr19	38701210	38701664	+	65.5	0.946	TTS (NM_001135155)	TTS (NM_001135155)	13453	NM_001289978	8193	Hs.631576	NM_004647	ENSG00000011332	DPF1	BAF45b|NEUD4|neuro-d4	double PHD fingers 1	protein-coding
chr9-55	chr9	3498617	3499071	+	65.5	0.929	intron (NM_134428, intron 1 of 17)	intron (NM_134428, intron 1 of 17)	-9357	NM_001282117	5991	Hs.136829	NM_002919	ENSG00000080298	RFX3	-	regulatory factor X3	protein-coding
chr11-77	chr11	72363884	72364338	+	65.5	0.875	intron (NM_002599, intron 1 of 30)	intron (NM_002599, intron 1 of 30)	-10607	NM_001243784	5138	Hs.503163	NM_002599	ENSG00000186642	PDE2A	CGS-PDE|PDE2A1|PED2A4|cGSPDE	phosphodiesterase 2A	protein-coding
chr9-57	chr9	93799442	93799896	+	65.5	0.877	Intergenic	Intergenic	37745	NR_033912	100129316	Hs.458154	NR_033912		LOC100129316	-	uncharacterized LOC100129316	ncRNA
chr9-54	chr9	35103294	35103748	+	65.5	0.754	promoter-TSS (NM_013442)	promoter-TSS (NM_013442)	-329	NM_001287032	30968	Hs.3439	NM_013442	ENSG00000165283	STOML2	HSPC108|SLP-2	stomatin like 2	protein-coding
chr2-98	chr2	59815616	59816070	+	65.5	0.839	Intergenic	Intergenic	371000	NR_110219	101927285	Hs.570209	NR_110219	ENSG00000222030	LINC01793	-	long intergenic non-protein coding RNA 1793	ncRNA
chr2-85	chr2	90481953	90482407	+	65.5	0.644	Intergenic	(GCTG)n|Simple_repeat|Simple_repeat	1365795	NR_027238	654342	Hs.469287	NR_027238		LSP1P4	-	LSP1 pseudogene 4	pseudo
chr1-110	chr1	6506062	6506516	+	65.5	0.933	intron (NM_031475, intron 7 of 12)	intron (NM_031475, intron 7 of 12)	-16333	NR_036218	100422975		NR_036218	ENSG00000265392	MIR4252	-	microRNA 4252	ncRNA
