PeakID (cmd=annotatePeaks.pl PDX1_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3087	chr11	12008919	12010277	+	0	NA	intron (NM_001018057, intron 3 of 6)	intron (NM_001018057, intron 3 of 6)	20588	NM_001018057	27122	Hs.292156	NM_013253	ENSG00000050165	DKK3	REIC|RIG	dickkopf WNT signaling pathway inhibitor 3	protein-coding
18872	chr7	153154509	153155717	+	0	NA	Intergenic	Intergenic	-45794	NR_125776	103724390	Hs.614280	NR_125776	ENSG00000234722	LINC01287	TCONS_l2_00027522	long intergenic non-protein coding RNA 1287	ncRNA
20384	chr9	88596363	88597207	+	0	NA	intron (NM_024635, intron 11 of 22)	intron (NM_024635, intron 11 of 22)	40341	NM_001321882	60560	Hs.436098	NM_021929	ENSG00000135040	NAA35	EGAP|MAK10|MAK10P|bA379P1.1	N(alpha)-acetyltransferase 35, NatC auxiliary subunit	protein-coding
14879	chr4	178910500	178912401	+	0	NA	intron (NR_028342, intron 5 of 5)	intron (NR_028342, intron 5 of 5)	-82360	NR_108092	101928656	Hs.508131	NR_108092	ENSG00000251504	LINC01099	-	long intergenic non-protein coding RNA 1099	ncRNA
3535	chr11	70367169	70367840	+	0	NA	intron (NM_133266, intron 2 of 10)	intron (NM_133266, intron 2 of 10)	-109695	NR_046567	100874198	Hs.656610	NR_046567	ENSG00000226627	SHANK2-AS1	-	SHANK2 antisense RNA 1	ncRNA
11608	chr20	47603396	47603891	+	0	NA	intron (NM_006420, intron 16 of 38)	intron (NM_006420, intron 16 of 38)	58950	NR_110624	102723483	Hs.209000	NR_110624	ENSG00000227431	CSE1L-AS1	-	CSE1L antisense RNA 1	ncRNA
20745	chr9	131644644	131645272	+	0	NA	promoter-TSS (NM_004059)	promoter-TSS (NM_004059)	-156	NM_001352989	883	Hs.495250	NM_004059	ENSG00000171097	KYAT1	CCBL1|GTK|KAT1|KATI	kynurenine aminotransferase 1	protein-coding
7753	chr17	3640954	3641423	+	0	NA	intron (NM_002208, intron 20 of 30)	intron (NM_002208, intron 20 of 30)	13991	NM_031965	83903	Hs.534059	NM_031965	ENSG00000177602	HASPIN	GSG2	histone H3 associated protein kinase	protein-coding
15541	chr5	83486930	83487895	+	0	NA	intron (NM_001278642, intron 2 of 9)	intron (NM_001278642, intron 2 of 9)	193273	NM_001278642	10085	Hs.482730	NM_005711	ENSG00000164176	EDIL3	DEL1	EGF like repeats and discoidin domains 3	protein-coding
11252	chr20	7916765	7917729	+	0	NA	intron (NM_017545, intron 1 of 7)	intron (NM_017545, intron 1 of 7)	3858	NM_017545	54363	Hs.193640	NM_017545	ENSG00000101323	HAO1	GOX|GOX1|HAOX1	hydroxyacid oxidase 1	protein-coding
3473	chr11	62420661	62421447	+	0	NA	promoter-TSS (NM_030628)	promoter-TSS (NM_030628)	-280	NM_030628	80789	Hs.458390	NM_030628	ENSG00000185085	INTS5	INT5|KIAA1698	integrator complex subunit 5	protein-coding
223	chr1	20208447	20209195	+	0	NA	promoter-TSS (NM_015207)	promoter-TSS (NM_015207)	-67	NM_015207	23252	Hs.374987	NM_015207	ENSG00000169914	OTUD3	DUBA4	OTU deubiquitinase 3	protein-coding
5773	chr13	110786992	110787586	+	0	NA	Intergenic	Intergenic	13240	NR_148221	105370361	Hs.134728	NR_148221		LOC105370361	-	uncharacterized LOC105370361	ncRNA
2572	chr10	80943766	80945001	+	0	NA	intron (NM_020338, intron 4 of 24)	intron (NM_020338, intron 4 of 24)	115660	NM_020338	57178	Hs.193118	NM_020338	ENSG00000108175	ZMIZ1	MIZ|RAI17|TRAFIP10|ZIMP10	zinc finger MIZ-type containing 1	protein-coding
14965	chr5	1783099	1784200	+	0	NA	Intergenic	Intergenic	16302	NM_032479	64979	Hs.719465	NM_032479	ENSG00000171421	MRPL36	BRIP1|L36mt|MRP-L36|PRPL36|RPMJ	mitochondrial ribosomal protein L36	protein-coding
16337	chr6	7389960	7390997	+	0	NA	promoter-TSS (NM_001170692)	promoter-TSS (NM_001170692)	416	NM_001348194	83732	Hs.437474	NM_031480	ENSG00000124784	RIOK1	AD034|RIO1|RRP10|bA288G3.1	RIO kinase 1	protein-coding
6455	chr14	102653275	102653840	+	0	NA	intron (NM_001353659, intron 1 of 1)	intron (NM_001353659, intron 1 of 1)	47323	NM_001353681	91833	Hs.36859	NM_144574	ENSG00000140153	WDR20	DMR	WD repeat domain 20	protein-coding
14795	chr4	167247091	167247758	+	0	NA	Intergenic	Intergenic	453035	NM_012464	7092	Hs.106513	NM_012464	ENSG00000038295	TLL1	ASD6|TLL	tolloid like 1	protein-coding
13064	chr3	111855774	111856649	+	0	NA	Intergenic	Intergenic	3941	NR_157393	112806053		NR_157393		TBILA	-	TGF-beta induced lncRNA	ncRNA
15754	chr5	112603896	112604607	+	0	NA	intron (NM_001085377, intron 3 of 18)	intron (NM_001085377, intron 3 of 18)	26384	NM_002387	4163	Hs.593171	NM_002387	ENSG00000171444	MCC	MCC1	MCC regulator of WNT signaling pathway	protein-coding
13682	chr3	183892088	183892889	+	0	NA	promoter-TSS (NM_001311198)	promoter-TSS (NM_001311198)	-146	NM_001311198	1173	Hs.518460	NM_004068	ENSG00000161203	AP2M1	AP50|CLAPM1|mu2	adaptor related protein complex 2 subunit mu 1	protein-coding
18017	chr7	35482683	35483237	+	0	NA	Intergenic	L1MEe|LINE|L1	129494	NR_038864	401324	Hs.377034	NR_038864		LOC401324	-	uncharacterized LOC401324	ncRNA
9435	chr19	53698452	53699063	+	0	NA	Intergenic	Intergenic	-2146	NM_024733	79788	Hs.745230	NM_024733	ENSG00000197497	ZNF665	ZFP160L	zinc finger protein 665	protein-coding
13964	chr4	31073405	31074205	+	0	NA	intron (NM_001173523, intron 2 of 2)	intron (NM_001173523, intron 2 of 2)	-98961	NR_125935	102723778	Hs.210739	NR_125935	ENSG00000251182	LINC02497	-	long intergenic non-protein coding RNA 2497	ncRNA
17934	chr7	25424586	25425501	+	0	NA	Intergenic	Intergenic	-156938	NM_022150	64111	Hs.60473	NM_022150	ENSG00000105954	NPVF	C7orf9|RFRP	neuropeptide VF precursor	protein-coding
7392	chr16	56983096	56983530	+	0	NA	Intergenic	ERVL-B4-int|LTR|ERVL	-12549	NM_000078	1071	Hs.89538	NM_000078	ENSG00000087237	CETP	BPIFF|HDLCQ10	cholesteryl ester transfer protein	protein-coding
12534	chr3	42107876	42109207	+	0	NA	Intergenic	Intergenic	-20151	NR_146089	22906	Hs.535711	NM_014965	ENSG00000182606	TRAK1	EIEE68|MILT1|OIP106	trafficking kinesin protein 1	protein-coding
1344	chr1	178340796	178341628	+	0	NA	intron (NM_004841, intron 1 of 15)	intron (NM_004841, intron 1 of 15)	30626	NM_004841	9462	Hs.496139	NM_004841	ENSG00000075391	RASAL2	NGAP	RAS protein activator like 2	protein-coding
20987	chrX	39017673	39019103	+	0	NA	Intergenic	MIRc|SINE|MIR	168228	NR_038968	286442	Hs.638478	NR_038968	ENSG00000235304	LINC01281	-	long intergenic non-protein coding RNA 1281	ncRNA
8634	chr18	31152379	31152949	+	0	NA	Intergenic	Intergenic	-5519	NM_030632	80816	Hs.464876	NM_030632	ENSG00000141431	ASXL3	BRPS|KIAA1713	ASXL transcriptional regulator 3	protein-coding
4849	chr12	106681955	106682756	+	0	NA	Intergenic	MER44B|DNA|TcMar-Tigger	-14156	NM_001286262	255394	Hs.696047	NM_152772	ENSG00000166046	TCP11L2	-	t-complex 11 like 2	protein-coding
827	chr1	85098651	85099507	+	0	NA	intron (NR_027379, intron 1 of 2)	intron (NR_027379, intron 1 of 2)	1624	NR_027379	439927	Hs.407054	NM_001033660	ENSG00000180869	LINC01555	C1orf180	long intergenic non-protein coding RNA 1555	ncRNA
9221	chr19	29393571	29394316	+	0	NA	Intergenic	Intergenic	-62095	NR_027318	148145	Hs.112651	NR_027318	ENSG00000267339	LINC00906	-	long intergenic non-protein coding RNA 906	ncRNA
13076	chr3	113212900	113213313	+	0	NA	intron (NM_001331079, intron 4 of 17)	intron (NM_001331079, intron 4 of 17)	20585	NM_001331079	152185	Hs.477144	NM_144718	ENSG00000163611	SPICE1	CCDC52|SPICE	spindle and centriole associated protein 1	protein-coding
362	chr1	31416388	31416915	+	0	NA	intron (NM_014676, intron 18 of 21)	L1ME3F|LINE|L1	5401	NR_004054	692234		NR_004054		SNORD103A	U103	small nucleolar RNA, C/D box 103A	snoRNA
21173	chrX	110606896	110607490	+	0	NA	intron (NM_178152, intron 3 of 6)	intron (NM_178152, intron 3 of 6)	47181	NM_000555	1641	Hs.34780	NM_000555	ENSG00000077279	DCX	DBCN|DC|LISX|SCLH|XLIS	doublecortin	protein-coding
1567	chr1	207995876	207996741	+	0	NA	promoter-TSS (NR_135298)	promoter-TSS (NR_135298)	-260	NR_135299	100128537	Hs.445414	NR_135298		MIR29B2CHG	C1orf132	MIR29B2 and MIR29C host gene	ncRNA
7165	chr16	7893068	7894231	+	0	NA	Intergenic	Intergenic	510803	NM_145891	54715	Hs.459842	NM_018723	ENSG00000078328	RBFOX1	2BP1|A2BP1|FOX-1|FOX1|HRNBP1	RNA binding fox-1 homolog 1	protein-coding
14367	chr4	92092280	92092937	+	0	NA	intron (NM_001145065, intron 10 of 10)	intron (NM_001145065, intron 10 of 10)	936426	NM_207491	401145	Hs.654735	NM_207491	ENSG00000184305	CCSER1	FAM190A	coiled-coil serine rich protein 1	protein-coding
19193	chr8	36896425	36897291	+	0	NA	Intergenic	MER94|DNA|hAT-Blackjack	-82613	NR_031672	100302233		NR_031672	ENSG00000221641	MIR1268A	MIR1268|MIRN1268|hsa-mir-1268|hsa-mir-1268a	microRNA 1268a	ncRNA
5443	chr13	47100202	47101530	+	0	NA	Intergenic	Intergenic	-26439	NM_001164211	23143	Hs.507971	NM_015116	ENSG00000136141	LRCH1	CHDC1|NP81	leucine rich repeats and calponin homology domain containing 1	protein-coding
10090	chr2	68148823	68149901	+	0	NA	Intergenic	Intergenic	-96668	NR_110271	101927701	Hs.348697	NR_110271	ENSG00000237013	LINC01812	-	long intergenic non-protein coding RNA 1812	ncRNA
11225	chr20	4844859	4845647	+	0	NA	intron (NM_005116, intron 13 of 16)	intron (NM_005116, intron 13 of 16)	-40999	NM_014737	9770	Hs.631504	NM_014737	ENSG00000101265	RASSF2	CENP-34|RASFADIN	Ras association domain family member 2	protein-coding
17302	chr6	134990405	134991420	+	0	NA	Intergenic	Intergenic	-129769	NR_125855	101928304	Hs.555076	NR_125855		LOC101928304	-	uncharacterized LOC101928304	ncRNA
19903	chr8	139449850	139450737	+	0	NA	intron (NM_001362965, intron 1 of 19)	intron (NM_001362965, intron 1 of 19)	59211	NM_015912	51059	Hs.126024	NM_015912	ENSG00000147724	FAM135B	C8ORFK32	family with sequence similarity 135 member B	protein-coding
19545	chr8	95006568	95007299	+	0	NA	Intergenic	MIR|SINE|MIR	77758	NM_001161779	54704	Hs.22265	NM_018444	ENSG00000164951	PDP1	PDH|PDP|PDPC|PPM2A|PPM2C	pyruvate dehyrogenase phosphatase catalytic subunit 1	protein-coding
6717	chr15	57505838	57506644	+	0	NA	intron (NM_207038, intron 8 of 19)	intron (NM_207038, intron 8 of 19)	-5387	NM_207040	6938	Hs.511504	NM_003205	ENSG00000140262	TCF12	CRS3|HEB|HTF4|HsT17266|TCF-12|bHLHb20|p64	transcription factor 12	protein-coding
18844	chr7	149676149	149676521	+	0	NA	intron (NM_001351028, intron 6 of 9)	intron (NM_001351028, intron 6 of 9)	-62109	NR_148939	100134040	Hs.552781	NR_148939		LOC100134040	-	uncharacterized LOC100134040	ncRNA
797	chr1	81771304	81772314	+	0	NA	promoter-TSS (NM_001366004)	promoter-TSS (NM_001366004)	-68	NM_001366003	23266	Hs.24212	NM_012302	ENSG00000117114	ADGRL2	CIRL2|CL2|LEC1|LPHH1|LPHN2	adhesion G protein-coupled receptor L2	protein-coding
3176	chr11	18717113	18717572	+	0	NA	Intergenic	Intergenic	-2984	NM_153347	144110	Hs.502100	NM_153347	ENSG00000151117	TMEM86A	-	transmembrane protein 86A	protein-coding
20524	chr9	102861077	102862761	+	0	NA	promoter-TSS (NM_015051)	promoter-TSS (NM_015051)	394	NM_014425	27130	Hs.558477	NM_014425	ENSG00000119509	INVS	INV|NPH2|NPHP2	inversin	protein-coding
14885	chr4	181585928	181586462	+	0	NA	Intergenic	Intergenic	494107	NR_033918	728081	Hs.535735	NR_033918	ENSG00000248197	LINC00290	NCRNA00290	long intergenic non-protein coding RNA 290	ncRNA
8270	chr17	62327379	62328223	+	0	NA	intron (NM_018469, intron 1 of 11)	L3|LINE|CR1	12819	NM_018469	55852	Hs.175414	NM_018469	ENSG00000136478	TEX2	HT008|TMEM96	testis expressed 2	protein-coding
12807	chr3	71311394	71312200	+	0	NA	intron (NR_146142, intron 5 of 19)	intron (NR_146142, intron 5 of 19)	-17569	NM_001244814	27086	Hs.59368	NM_032682	ENSG00000114861	FOXP1	12CC4|HSPC215|MFH|QRF1|hFKH1B	forkhead box P1	protein-coding
4403	chr12	47352278	47352864	+	0	NA	Intergenic	Intergenic	-120815	NM_001281429	91523	Hs.560100	NM_138371	ENSG00000179715	PCED1B	FAM113B	PC-esterase domain containing 1B	protein-coding
8034	chr17	38708032	38709143	+	0	NA	Intergenic	Intergenic	8059	NM_001301718	1236	Hs.370036	NM_001838	ENSG00000126353	CCR7	BLR2|CC-CKR-7|CCR-7|CD197|CDw197|CMKBR7|EBI1	C-C motif chemokine receptor 7	protein-coding
15345	chr5	59055385	59056065	+	0	NA	intron (NM_001349243, intron 4 of 16)	intron (NM_001349243, intron 4 of 16)	8949	NM_001364603	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
13622	chr3	177240581	177241619	+	0	NA	intron (NR_047568, intron 1 of 3)	intron (NR_047568, intron 1 of 3)	81391	NR_047568	100505566	Hs.581170	NR_047568		LINC00578	-	long intergenic non-protein coding RNA 578	ncRNA
13411	chr3	151793985	151794666	+	0	NA	Intergenic	Intergenic	128893	NR_136178	101928166		NR_136178		LOC101928166	-	uncharacterized LOC101928166	ncRNA
3251	chr11	31324852	31325911	+	0	NA	intron (NM_181807, intron 6 of 8)	intron (NM_181807, intron 6 of 8)	65905	NM_001367979	341019	Hs.127405	NM_020869	ENSG00000170959	DCDC1	DCDC5	doublecortin domain containing 1	protein-coding
7566	chr16	77952377	77953353	+	0	NA	intron (NM_020927, intron 7 of 8)	intron (NM_020927, intron 7 of 8)	-103580	NM_005752	10143	Hs.177936	NM_005752	ENSG00000166509	CLEC3A	CLECSF1	C-type lectin domain family 3 member A	protein-coding
4134	chr12	6403973	6404985	+	0	NA	Intergenic	Intergenic	-15123	NM_018173	55200	Hs.631660	NM_018173	ENSG00000008323	PLEKHG6	MyoGEF	pleckstrin homology and RhoGEF domain containing G6	protein-coding
918	chr1	99211720	99212688	+	0	NA	intron (NM_001364903, intron 9 of 9)	L4|LINE|RTE	84927	NM_001364903	51375	Hs.197015	NM_015976	ENSG00000162627	SNX7	-	sorting nexin 7	protein-coding
18455	chr7	100472267	100472809	+	0	NA	promoter-TSS (NM_015908)	promoter-TSS (NM_015908)	-187	NM_001128852	51593	Hs.111801	NM_015908	ENSG00000087087	SRRT	ARS2|ASR2|serrate	serrate, RNA effector molecule	protein-coding
8609	chr18	25625176	25626020	+	0	NA	intron (NM_001792, intron 2 of 15)	L2c|LINE|L2	-8993	NM_001308176	1000	Hs.464829	NM_001792	ENSG00000170558	CDH2	CD325|CDHN|CDw325|NCAD	cadherin 2	protein-coding
14094	chr4	48377471	48378264	+	0	NA	intron (NM_020846, intron 2 of 7)	L2c|LINE|L2	34321	NM_020846	57606	Hs.479677	NM_020846	ENSG00000109171	SLAIN2	KIAA1458	SLAIN motif family member 2	protein-coding
20152	chr9	29038739	29039743	+	0	NA	intron (NM_001354574, intron 1 of 5)	intron (NM_001354574, intron 1 of 5)	-150288	NR_030618	100126316		NR_030618	ENSG00000215939	MIR873	MIRN873|hsa-mir-873|mir-873	microRNA 873	ncRNA
5627	chr13	81867522	81868280	+	0	NA	Intergenic	Intergenic	-66783	NR_047494	100861546	Hs.539621	NR_047494	ENSG00000260094	LINC00564	-	long intergenic non-protein coding RNA 564	ncRNA
16676	chr6	40407784	40408267	+	0	NA	intron (NM_020737, intron 1 of 2)	L2c|LINE|L2	61949	NR_160960	732253	Hs.180197	NM_001359094		TDRG1	LINC00532|lincRNA-NR_024015	testis development related 1	ncRNA
3979	chr11	123380016	123381069	+	0	NA	promoter-TSS (NM_001330396)	promoter-TSS (NM_001330396)	-82	NM_001330396	57476	Hs.144725	NM_020716	ENSG00000023171	GRAMD1B	LINC01059	GRAM domain containing 1B	protein-coding
12675	chr3	56822715	56823460	+	0	NA	intron (NM_001128615, intron 4 of 12)	(CTG)n|Simple_repeat|Simple_repeat	12890	NM_019555	50650	Hs.476402	NM_019555	ENSG00000163947	ARHGEF3	GEF3|STA3|XPLN	Rho guanine nucleotide exchange factor 3	protein-coding
6383	chr14	96343680	96344411	+	0	NA	intron (NR_038861, intron 1 of 1)	intron (NR_038861, intron 1 of 1)	936	NR_132398	100507043	Hs.455955	NR_038861	ENSG00000250366	TUNAR	HI-LNC78|LINC00617|TUNA	TCL1 upstream neural differentiation-associated RNA	ncRNA
694	chr1	65487311	65488329	+	0	NA	intron (NM_001321853, intron 2 of 26)	intron (NM_001321853, intron 2 of 26)	-19661	NR_119383	101927084	Hs.734218	NR_119383	ENSG00000226891	LINC01359	-	long intergenic non-protein coding RNA 1359	ncRNA
21171	chrX	110425005	110425679	+	0	NA	intron (NM_001128172, intron 8 of 14)	MamSINE1|SINE|tRNA	59037	NM_001128172	5063	Hs.593599	NM_002578	ENSG00000077264	PAK3	ARA|MRX30|MRX47|OPHN3|PAK-3|PAK3beta|bPAK|beta-PAK	p21 (RAC1) activated kinase 3	protein-coding
7812	chr17	8472294	8473262	+	0	NA	intron (NM_001256012, intron 7 of 42)	MIRb|SINE|MIR	61265	NM_001256012	4628	Hs.16355	NM_005964	ENSG00000133026	MYH10	NMMHC-IIB|NMMHCB	myosin heavy chain 10	protein-coding
21084	chrX	70288244	70288769	+	0	NA	promoter-TSS (NM_013346)	promoter-TSS (NM_013346)	-208	NM_001256186	29934	Hs.260750	NM_013346	ENSG00000147164	SNX12	-	sorting nexin 12	protein-coding
17203	chr6	123153466	123154362	+	0	NA	Intergenic	Intergenic	43511	NM_006714	10924	Hs.486357	NM_006714	ENSG00000172594	SMPDL3A	ASM3A|ASML3a|yR36GH4.1	sphingomyelin phosphodiesterase acid like 3A	protein-coding
8175	chr17	53517839	53518296	+	0	NA	Intergenic	Intergenic	-18871	NM_012329	23531	Hs.463483	NM_012329	ENSG00000108960	MMD	MMA|MMD1|PAQR11	monocyte to macrophage differentiation associated	protein-coding
12550	chr3	43805380	43805979	+	0	NA	Intergenic	Intergenic	-72593	NM_001346469	55129	Hs.656657	NM_018075	ENSG00000160746	ANO10	SCAR10|TMEM16K	anoctamin 10	protein-coding
7762	chr17	4118515	4120123	+	0	NA	intron (NR_047571, intron 3 of 23)	intron (NR_047571, intron 3 of 23)	47823	NM_001257999	51479	Hs.696087	NM_016376	ENSG00000185722	ANKFY1	ANKHZN|BTBD23|ZFYVE14	ankyrin repeat and FYVE domain containing 1	protein-coding
17942	chr7	26507662	26508920	+	0	NA	intron (NR_148500, intron 2 of 5)	intron (NR_148500, intron 2 of 5)	-69253	NR_136272	105375304	Hs.735352	NR_136270	ENSG00000225792	LOC105375304	-	uncharacterized LOC105375304	ncRNA
11062	chr2	224477526	224478567	+	0	NA	Intergenic	Intergenic	-10967	NM_003469	7857	Hs.516726	NM_003469	ENSG00000171951	SCG2	CHGC|EM66|SN|SgII	secretogranin II	protein-coding
15534	chr5	82560719	82561798	+	0	NA	intron (NM_022550, intron 7 of 7)	intron (NM_022550, intron 7 of 7)	187892	NM_003401	7518	Hs.567359	NM_003401	ENSG00000152422	XRCC4	SSMED	X-ray repair cross complementing 4	protein-coding
20597	chr9	112861566	112862276	+	0	NA	intron (NM_001198656, intron 1 of 4)	intron (NM_001198656, intron 1 of 4)	-25860	NM_001136562	445815	Hs.591908	NM_007203	ENSG00000157654	PALM2-AKAP2	AKAP-2|AKAP-KL|AKAP2|AKAPKL|MISP2|PALM2|PRKA2	PALM2-AKAP2 fusion	protein-coding
18689	chr7	129784296	129785422	+	0	NA	Intergenic	L5|LINE|RTE	3288	NR_149033	100128325	Hs.105944	NR_149033	ENSG00000229196	LOC100128325	-	uncharacterized LOC100128325	ncRNA
4831	chr12	105598611	105599454	+	0	NA	intron (NM_018171, intron 8 of 20)	intron (NM_018171, intron 8 of 20)	28151	NM_001251905	55198	Hs.506603	NM_018171	ENSG00000136044	APPL2	DIP13B	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	protein-coding
17690	chr7	705301	706083	+	0	NA	intron (NM_001164762, intron 4 of 10)	intron (NM_001164762, intron 4 of 10)	46469	NM_002735	5575	Hs.520851	NM_002735	ENSG00000188191	PRKAR1B	PRKAR1	protein kinase cAMP-dependent type I regulatory subunit beta	protein-coding
9438	chr19	54618459	54619380	+	0	NA	promoter-TSS (NM_015629)	promoter-TSS (NM_015629)	136	NM_013342	29844	Hs.590939	NM_013342	ENSG00000105619	TFPT	FB1|INO80F|amida	TCF3 fusion partner	protein-coding
16295	chr6	1136003	1137496	+	0	NA	Intergenic	Intergenic	-35182	NR_027115	285768	Hs.209463	NR_027115		LINC01622	-	long intergenic non-protein coding RNA 1622	ncRNA
10896	chr2	206766801	206767660	+	0	NA	Intergenic	Intergenic	183668	NM_017759	54891	Hs.445036	NM_017759	ENSG00000114933	INO80D	-	INO80 complex subunit D	protein-coding
1474	chr1	200229916	200230716	+	0	NA	Intergenic	Helitron3Na_Mam|RC|Helitron	112604	NR_040064	554279	Hs.434694	NR_040064	ENSG00000203721	LINC00862	C1orf98|SMIM16	long intergenic non-protein coding RNA 862	ncRNA
3782	chr11	105824480	105825156	+	0	NA	intron (NR_046356, intron 14 of 16)	intron (NR_046356, intron 14 of 16)	68149	NM_032424	84437	Hs.266782	NM_032424	ENSG00000170903	MSANTD4	KIAA1826	Myb/SANT DNA binding domain containing 4 with coiled-coils	protein-coding
6961	chr15	80173728	80174533	+	0	NA	intron (NM_001199760, intron 3 of 3)	intron (NM_001199760, intron 3 of 3)	15209	NR_037654	10588	Hs.194294	NM_006441	ENSG00000136371	MTHFS	HsT19268|NEDMEHM	methenyltetrahydrofolate synthetase	protein-coding
5401	chr13	43433619	43434661	+	0	NA	intron (NR_126388, intron 2 of 2)	intron (NR_126388, intron 2 of 2)	12740	NR_126388	104355147	Hs.633967	NR_126388		LINC00428	-	long intergenic non-protein coding RNA 428	ncRNA
16055	chr5	147087934	147088716	+	0	NA	intron (NM_001270941, intron 1 of 21)	intron (NM_001270941, intron 1 of 21)	73966	NM_014790	9832	Hs.740461	NM_014790	ENSG00000176049	JAKMIP2	JAMIP2|NECC1	janus kinase and microtubule interacting protein 2	protein-coding
11270	chr20	9257537	9258136	+	0	NA	intron (NM_001172646, intron 2 of 37)	intron (NM_001172646, intron 2 of 37)	-30611	NM_000933	5332	Hs.472101	NM_000933	ENSG00000101333	PLCB4	ARCND2|PI-PLC	phospholipase C beta 4	protein-coding
17465	chr6	147530074	147530851	+	0	NA	intron (NM_001127715, intron 2 of 27)	intron (NM_001127715, intron 2 of 27)	-4712	NR_034115	729178	Hs.557608	NR_034115		STXBP5-AS1	-	STXBP5 antisense RNA 1	ncRNA
11508	chr20	37887508	37888264	+	0	NA	Intergenic	Intergenic	-34495	NR_027124	339568	Hs.434319	NR_027124	ENSG00000230324	LINC01734	-	long intergenic non-protein coding RNA 1734	ncRNA
15880	chr5	125860007	125860702	+	0	NA	Intergenic	Intergenic	59512	NM_001146322	65983	Hs.363558	NM_023927	ENSG00000155324	GRAMD2B	GRAMD3|NS3TP2	GRAM domain containing 2B	protein-coding
18990	chr8	16688995	16689626	+	0	NA	Intergenic	Intergenic	170544	NM_019851	26281	Hs.199905	NM_019851	ENSG00000078579	FGF20	FGF-20|RHDA2	fibroblast growth factor 20	protein-coding
611	chr1	56880183	56880967	+	0	NA	promoter-TSS (NR_147163)	promoter-TSS (NR_147163)	-60	NR_147163	105378744	Hs.183974	NR_147163	ENSG00000223956	LINC01767	-	long intergenic non-protein coding RNA 1767	ncRNA
16897	chr6	78074052	78074989	+	0	NA	Intergenic	ERVL-B4-int|LTR|ERVL	99219	NM_000863	3351	Hs.123016	NM_000863	ENSG00000135312	HTR1B	5-HT-1B|5-HT-1D-beta|5-HT1B|5-HT1DB|HTR1D2|HTR1DB|S12	5-hydroxytryptamine receptor 1B	protein-coding
