PeakID (cmd=annotatePeaks.pl GSE106949_XM001-PP_PDX1_CTTGTA_GEM_events_Filtered_Merged.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
20:41234266	chr20	41234167	41234367	+	295	NA	intron (NM_133170, intron 7 of 31)	intron (NM_133170, intron 7 of 31)	-79856	NR_110004	101927159	Hs.570383	NR_110004	ENSG00000229042	LOC101927159	-	uncharacterized LOC101927159	ncRNA
11:18841900	chr11	18841801	18842001	+	295	NA	Intergenic	HERV17-int|LTR|ERV1	-27633	NM_001278236	84867	Hs.79092	NM_006906	ENSG00000110786	PTPN5	PTPSTEP|STEP|STEP61	protein tyrosine phosphatase non-receptor type 5	protein-coding
16:52668175	chr16	52668076	52668276	+	295	NA	Intergenic	Intergenic	-27289	NR_033920	643714	Hs.662199	NR_033920	ENSG00000249231	CASC16	LINC00918	cancer susceptibility 16	ncRNA
4:6495528	chr4	6495429	6495629	+	295	NA	intron (NM_001206995, intron 2 of 9)	intron (NM_001206995, intron 2 of 9)	-21188	NM_001363388	5522	Hs.479069	NM_020416	ENSG00000074211	PPP2R2C	B55-GAMMA|B55gamma|IMYPNO|IMYPNO1|PR52|PR55G	protein phosphatase 2 regulatory subunit Bgamma	protein-coding
10:42392723	chr10	42392624	42392824	+	295	NA	Intergenic	HSATII|Satellite|Satellite	470769	NR_024380	441666	Hs.255729	NR_024380	ENSG00000215146	LOC441666	-	zinc finger protein 91 pseudogene	pseudo
9:127347149	chr9	127347050	127347250	+	295	NA	intron (NM_033334, intron 2 of 9)	Tigger1|DNA|TcMar-Tigger	-73565	NR_038975	100379345	Hs.660412	NR_038975	ENSG00000224020	MIR181A2HG	-	MIR181A2 host gene	ncRNA
10:51039639	chr10	51039540	51039740	+	295	NA	intron (NM_003631, intron 16 of 17)	MER21C|LTR|ERVL	-69215	NM_001143997	55753	Hs.17860	NM_018245	ENSG00000197444	OGDHL	-	oxoglutarate dehydrogenase like	protein-coding
8:12898980	chr8	12898881	12899081	+	295	NA	Intergenic	Intergenic	29208	NM_001099677	57604	Hs.202521	NM_020844	ENSG00000250305	TRMT9B	C8orf79|KIAA1456|TRM9L|hTRM9L	tRNA methyltransferase 9B (putative)	protein-coding
13:36930348,13:36930502	chr13	36930249	36930603	+	295	NA	intron (NR_045181, intron 1 of 4)	LTR22B|LTR|ERVK	-9492	NM_001142295	23111	Hs.440414	NM_015087	ENSG00000133104	SPART	SPG20|TAHCCP1	spartin	protein-coding
9:121181655	chr9	121181556	121181756	+	295	NA	Intergenic	Intergenic	-260293	NR_151725	111216287		NR_151725		LINC02578	-	long intergenic non-protein coding RNA 2578	ncRNA
12:31033172	chr12	31033073	31033273	+	295	NA	Intergenic	Intergenic	-46509	NM_001370302	441631	Hs.505141	NM_001080509	ENSG00000110900	TSPAN11	VSSW1971	tetraspanin 11	protein-coding
20:51590824	chr20	51590725	51590925	+	295	NA	intron (NM_173485, intron 1 of 2)	intron (NM_173485, intron 1 of 2)	1928	NM_173485	128553	Hs.473117	NM_173485	ENSG00000182463	TSHZ2	C20orf17|OVC10-2|TSH2|ZABC2|ZNF218	teashirt zinc finger homeobox 2	protein-coding
5:11725260	chr5	11725161	11725361	+	295	NA	intron (NM_001332, intron 2 of 21)	intron (NM_001332, intron 2 of 21)	-136083	NM_001364128	1501	Hs.314543	NM_001332	ENSG00000169862	CTNND2	GT24|NPRAP	catenin delta 2	protein-coding
12:8840501	chr12	8840402	8840602	+	295	NA	intron (NR_147945, intron 1 of 8)	intron (NR_147945, intron 1 of 8)	6229	NM_001352267	57494	Hs.504670	NM_020734	ENSG00000166532	RIMKLB	FAM80B|NAAGS|NAAGS-I	ribosomal modification protein rimK like family member B	protein-coding
3:150264832	chr3	150264733	150264933	+	295	NA	promoter-TSS (NM_014445)	promoter-TSS (NM_014445)	259	NM_032025	83939	Hs.655782	NM_032025	ENSG00000144895	EIF2A	CDA02|EIF-2A|MST089|MSTP004|MSTP089	eukaryotic translation initiation factor 2A	protein-coding
9:94557988	chr9	94557889	94558089	+	295	NA	intron (NM_001318204, intron 1 of 7)	intron (NM_001318204, intron 1 of 7)	154521	NM_001318204	4920	Hs.98255	NM_004560	ENSG00000169071	ROR2	BDB|BDB1|NTRKR2	receptor tyrosine kinase like orphan receptor 2	protein-coding
15:80526104	chr15	80526005	80526205	+	295	NA	intron (NM_001352888, intron 1 of 2)	intron (NM_001352888, intron 1 of 2)	18450	NM_001352888	100996492	Hs.20034	NM_001352888	ENSG00000259417	CTXND1	LINC01314	cortexin domain containing 1	protein-coding
9:112850079	chr9	112849980	112850180	+	295	NA	intron (NM_001198656, intron 1 of 4)	L2a|LINE|L2	-37701	NM_001136562	445815	Hs.591908	NM_007203	ENSG00000157654	PALM2-AKAP2	AKAP-2|AKAP-KL|AKAP2|AKAPKL|MISP2|PALM2|PRKA2	PALM2-AKAP2 fusion	protein-coding
20:16042148	chr20	16042049	16042249	+	295	NA	Intergenic	Intergenic	-75622	NR_130924	613266	Hs.309149	NR_130924		LOC613266	-	uncharacterized LOC613266	ncRNA
10:114449374	chr10	114449275	114449475	+	295	NA	intron (NM_001365713, intron 8 of 8)	intron (NM_001365713, intron 8 of 8)	55446	NR_036177	100422909		NR_036177	ENSG00000264763	MIR4295	-	microRNA 4295	ncRNA
9:135421827	chr9	135421728	135421928	+	295	NA	intron (NM_207417, intron 6 of 6)	intron (NM_207417, intron 6 of 6)	-36165	NM_020064	56751	Hs.283809	NM_020064	ENSG00000125492	BARHL1	-	BarH like homeobox 1	protein-coding
6:170600087	chr6	170599988	170600188	+	295	NA	promoter-TSS (NM_005618)	promoter-TSS (NM_005618)	78	NM_005618	28514	Hs.379912	NM_005618	ENSG00000198719	DLL1	DELTA1|DL1|Delta	delta like canonical Notch ligand 1	protein-coding
10:122183068	chr10	122182969	122183169	+	295	NA	Intergenic	Intergenic	-33397	NM_001318166	196051	Hs.40479	NM_001030059	ENSG00000203805	PLPP4	DPPL2|PPAPDC1|PPAPDC1A	phospholipid phosphatase 4	protein-coding
3:72388392	chr3	72388293	72388493	+	295	NA	Intergenic	(ACTG)n|Simple_repeat|Simple_repeat	107381	NM_012234	23429	Hs.7910	NM_012234	ENSG00000163602	RYBP	AAP1|APAP-1|DEDAF|YEAF1	RING1 and YY1 binding protein	protein-coding
1:214249043	chr1	214248944	214249144	+	293	NA	Intergenic	Intergenic	87168	NM_002763	5629	Hs.741808	NM_002763	ENSG00000117707	PROX1	-	prospero homeobox 1	protein-coding
6:168714520,6:168714561	chr6	168714421	168714662	+	293	NA	intron (NM_001286351, intron 1 of 5)	intron (NM_001286351, intron 1 of 5)	5916	NM_214462	168002	Hs.673059	NM_214462	ENSG00000164488	DACT2	C6orf116|DAPPER2|DPR2|bA503C24.7	dishevelled binding antagonist of beta catenin 2	protein-coding
10:77873917,10:77874009	chr10	77873818	77874110	+	293	NA	intron (NM_001305581, intron 5 of 6)	intron (NM_001305581, intron 5 of 6)	331445	NM_032024	83938	Hs.118161	NM_032024	ENSG00000148655	LRMDA	C10orf11|CDA017	leucine rich melanocyte differentiation associated	protein-coding
8:87049080,8:87049175	chr8	87048981	87049276	+	293	NA	Intergenic	Intergenic	32769	NM_033126	85481	Hs.566854	NM_033126	ENSG00000147613	PSKH2	-	protein serine kinase H2	protein-coding
5:77934588	chr5	77934489	77934689	+	293	NA	intron (NM_005779, intron 1 of 4)	L3|LINE|CR1	10006	NM_005779	10184	Hs.79299	NM_005779	ENSG00000145685	LHFPL2	-	LHFPL tetraspan subfamily member 2	protein-coding
1:30129158	chr1	30129059	30129259	+	293	NA	Intergenic	L2b|LINE|L2	381300	NR_110790	101929406	Hs.639413	NR_110790	ENSG00000233399	LINC01648	-	long intergenic non-protein coding RNA 1648	ncRNA
8:40032215	chr8	40032116	40032316	+	293	NA	Intergenic	Intergenic	21215	NM_020130	56892	Hs.591849	NM_020130	ENSG00000176907	TCIM	C8orf4|TC-1|TC1	transcriptional and immune response regulator	protein-coding
6:94923118	chr6	94923019	94923219	+	292	NA	Intergenic	Intergenic	495098	NR_152795	643432	Hs.509936	NR_015362		TSG1	-	tumor suppressor TSG1	ncRNA
12:109769507	chr12	109769408	109769608	+	292	NA	Intergenic	Intergenic	-22419	NM_213596	121643	Hs.528316	NM_213596	ENSG00000139445	FOXN4	-	forkhead box N4	protein-coding
17:14227124	chr17	14227025	14227225	+	292	NA	intron (NM_006041, intron 1 of 1)	intron (NM_006041, intron 1 of 1)	20068	NR_026880	84815	Hs.597458	NM_032729	ENSG00000266709	MGC12916	-	uncharacterized protein MGC12916	ncRNA
10:121095604	chr10	121095505	121095705	+	292	NA	intron (NM_005308, intron 2 of 15)	intron (NM_005308, intron 2 of 15)	-41879	NR_039829	100616398		NR_039829	ENSG00000265719	MIR4681	-	microRNA 4681	ncRNA
6:145696849	chr6	145696750	145696950	+	292	NA	Intergenic	LTR34|LTR|ERV1	311163	NM_001368132	7957	Hs.486696	NM_005670	ENSG00000112425	EPM2A	EPM2|MELF	EPM2A glucan phosphatase, laforin	protein-coding
4:25486292	chr4	25486193	25486393	+	292	NA	Intergenic	Intergenic	84675	NR_134641	101929161	Hs.125638	NR_134641		LOC101929161	-	uncharacterized LOC101929161	ncRNA
1:24429469	chr1	24429370	24429570	+	292	NA	intron (NM_152372, intron 5 of 36)	intron (NM_152372, intron 5 of 36)	9155	NM_152372	127294	Hs.523413	NM_152372	ENSG00000142661	MYOM3	-	myomesin 3	protein-coding
8:1532272	chr8	1532173	1532373	+	292	NA	intron (NM_001346810, intron 6 of 14)	intron (NM_001346810, intron 6 of 14)	37557	NR_103863	100507435	Hs.667133	NR_103863	ENSG00000253267	DLGAP2-AS1	-	DLGAP2 antisense RNA 1	ncRNA
3:2724967	chr3	2724868	2725068	+	292	NA	intron (NM_001206955, intron 3 of 23)	intron (NM_001206955, intron 3 of 23)	-208931	NM_001206956	152330	Hs.298705	NM_175607	ENSG00000144619	CNTN4	AXCAM|BIG-2	contactin 4	protein-coding
17:46830540	chr17	46830441	46830641	+	292	NA	Intergenic	Intergenic	-24430	NM_006361	10481	Hs.66731	NM_006361	ENSG00000159184	HOXB13	HPC9|PSGD	homeobox B13	protein-coding
10:124989973	chr10	124989874	124990074	+	292	NA	Intergenic	Intergenic	76056	NM_004725	9184	Hs.418533	NM_004725	ENSG00000154473	BUB3	BUB3L|hBUB3	BUB3 mitotic checkpoint protein	protein-coding
3:79971977	chr3	79971878	79972078	+	292	NA	Intergenic	Intergenic	-154830	NM_002941	6091	Hs.744218	NM_002941	ENSG00000169855	ROBO1	DUTT1|SAX3	roundabout guidance receptor 1	protein-coding
11:129717046	chr11	129716947	129717147	+	292	NA	intron (NM_001331210, intron 2 of 6)	intron (NM_001331210, intron 2 of 6)	31304	NM_138788	120224	Hs.504301	NM_138788	ENSG00000151715	TMEM45B	-	transmembrane protein 45B	protein-coding
10:114709984	chr10	114709885	114710085	+	292	NA	promoter-TSS (NM_001367943)	promoter-TSS (NM_001367943)	-21	NM_001198526	6934	Hs.593995	NM_030756	ENSG00000148737	TCF7L2	TCF-4|TCF4	transcription factor 7 like 2	protein-coding
1:59170635	chr1	59170536	59170736	+	292	NA	Intergenic	MER4A|LTR|ERV1	-4902	NM_001085487	114803	Hs.744921	NM_001085487	ENSG00000162601	MYSM1	2A-DUB|2ADUB|BMFS4	Myb like, SWIRM and MPN domains 1	protein-coding
7:27176260	chr7	27176161	27176361	+	292	NA	Intergenic	Intergenic	-3722	NR_038832	100133311	Hs.610216	NR_038831	ENSG00000254369	HOXA-AS3	HOXA6as	HOXA cluster antisense RNA 3	ncRNA
2:30772087	chr2	30771988	30772188	+	292	NA	intron (NM_001002257, intron 3 of 5)	intron (NM_001002257, intron 3 of 5)	101976	NM_001002257	253558	Hs.468048	NM_182551	ENSG00000172954	LCLAT1	1AGPAT8|AGPAT8|ALCAT1|HSRG1849|LYCAT|UNQ1849	lysocardiolipin acyltransferase 1	protein-coding
9:84002859	chr9	84002760	84002960	+	292	NA	Intergenic	Intergenic	301590	NM_001303104	7088	Hs.197320	NM_005077	ENSG00000196781	TLE1	ESG|ESG1|GRG1	TLE family member 1, transcriptional corepressor	protein-coding
2:234475431	chr2	234475332	234475532	+	292	NA	promoter-TSS (NM_001365479)	promoter-TSS (NM_001365479)	-4	NM_001365479	55230	Hs.96513	NM_018218	ENSG00000085982	USP40	-	ubiquitin specific peptidase 40	protein-coding
12:131930472	chr12	131930373	131930573	+	292	NA	Intergenic	Intergenic	98458	NR_103736	338797	Hs.592007	NM_001025466		LINC02370	-	long intergenic non-protein coding RNA 2370	ncRNA
12:53728097	chr12	53727998	53728198	+	292	NA	intron (NM_001300837, intron 2 of 2)	intron (NM_001300837, intron 2 of 2)	1462	NM_152860	121340	Hs.209402	NM_152860	ENSG00000170374	SP7	OI11|OI12|OSX|osterix	Sp7 transcription factor	protein-coding
2:30939292	chr2	30939193	30939393	+	292	NA	Intergenic	Intergenic	91019	NM_144575	92291	Hs.660911	NM_144575	ENSG00000162949	CAPN13	-	calpain 13	protein-coding
1:47644977	chr1	47644878	47645078	+	292	NA	promoter-TSS (NR_047498)	promoter-TSS (NR_047498)	56	NR_047498	100874253	Hs.435758	NR_047498	ENSG00000224805	LINC00853	PDZK1IP1-AS1|ncRNA-a4	long intergenic non-protein coding RNA 853	ncRNA
3:181141069	chr3	181140970	181141170	+	292	NA	intron (NR_125407, intron 3 of 4)	intron (NR_125407, intron 3 of 4)	19204	NR_125407	102724604	Hs.570524	NR_125407	ENSG00000241231	LOC102724604	-	uncharacterized LOC102724604	ncRNA
22:20191305,22:20191421	chr22	20191206	20191522	+	292	NA	intron (NR_038460, intron 2 of 3)	intron (NR_038460, intron 2 of 3)	1077	NR_038460	284865	Hs.638498	NR_038460	ENSG00000249923	LOC284865	-	uncharacterized LOC284865	ncRNA
7:85260361	chr7	85260262	85260462	+	292	NA	Intergenic	Intergenic	209924	NR_134240	105375380	Hs.679608	NR_134240	ENSG00000225128	LINC00972	-	long intergenic non-protein coding RNA 972	ncRNA
13:48612407	chr13	48612308	48612508	+	292	NA	intron (NR_136687, intron 1 of 4)	(ATTG)n|Simple_repeat|Simple_repeat	546	NM_018283	55270	Hs.144407	NM_018283	ENSG00000136159	NUDT15	MTH2|NUDT15D	nudix hydrolase 15	protein-coding
5:3182929	chr5	3182830	3183030	+	292	NA	Intergenic	Intergenic	4981	NR_104617	102467074	Hs.575250	NR_104617	ENSG00000249808	LINC01377	-	long intergenic non-protein coding RNA 1377	ncRNA
1:165086849	chr1	165086750	165086950	+	292	NA	Intergenic	CpG	238628	NM_001174069	4009	Hs.667312	NM_177398	ENSG00000162761	LMX1A	LMX1|LMX1.1	LIM homeobox transcription factor 1 alpha	protein-coding
2:9563105	chr2	9563006	9563206	+	292	NA	promoter-TSS (NM_001319068)	promoter-TSS (NM_001319068)	199	NM_001369748	9270	Hs.467662	NM_004763	ENSG00000119185	ITGB1BP1	ICAP-1A|ICAP-1B|ICAP-1alpha|ICAP1|ICAP1A|ICAP1B	integrin subunit beta 1 binding protein 1	protein-coding
5:156114018	chr5	156113919	156114119	+	292	NA	intron (NM_172244, intron 7 of 7)	intron (NM_172244, intron 7 of 7)	-163287	NM_206858	153743	Hs.567727	NM_206858	ENSG00000231989	PPP1R2B	PPP1R2P3	PPP1R2 family member B	protein-coding
7:154086148	chr7	154086049	154086249	+	292	NA	intron (NR_157196, intron 1 of 25)	intron (NR_157196, intron 1 of 25)	83905	NM_001364502	1804	Hs.490684	NM_001936	ENSG00000130226	DPP6	DPL1|DPPX|MRD33|VF2	dipeptidyl peptidase like 6	protein-coding
19:39138042	chr19	39137943	39138143	+	292	NA	promoter-TSS (NM_004924)	promoter-TSS (NM_004924)	-246	NM_004924	81	Hs.270291	NM_004924	ENSG00000130402	ACTN4	ACTININ-4|FSGS|FSGS1	actinin alpha 4	protein-coding
5:92956404	chr5	92956305	92956505	+	292	NA	promoter-TSS (NR_031754)	promoter-TSS (NR_031754)	89	NR_031754	100313887		NR_031754	ENSG00000284336	MIR2277	mir-2277	microRNA 2277	ncRNA
6:90153563	chr6	90153464	90153664	+	292	NA	intron (NM_014942, intron 1 of 15)	intron (NM_014942, intron 1 of 15)	10667	NM_001242813	22881	Hs.702213	NM_014942	ENSG00000135299	ANKRD6	-	ankyrin repeat domain 6	protein-coding
17:10661595	chr17	10661496	10661696	+	292	NA	intron (NR_073457, intron 2 of 3)	intron (NR_073457, intron 2 of 3)	-27950	NM_001330139	388335	Hs.462230	NM_001004313	ENSG00000187824	TMEM220	-	transmembrane protein 220	protein-coding
4:116213724	chr4	116213625	116213825	+	292	NA	Intergenic	Intergenic	-178949	NM_022569	64579	Hs.591700	NM_022569	ENSG00000138653	NDST4	N-HSST|N-HSST 4|NDST-4|NHSST4	N-deacetylase and N-sulfotransferase 4	protein-coding
18:8710273	chr18	8710174	8710374	+	292	NA	Intergenic	Intergenic	-2655	NR_120598	100287082	Hs.439434	NR_120598	ENSG00000265962	GACAT2	MTCL1-AS1|MTCL1AS1	gastric cancer associated transcript 2	ncRNA
16:82235742	chr16	82235643	82235843	+	292	NA	Intergenic	Intergenic	-31914	NM_005792	10200	Hs.344400	NM_005792	ENSG00000135698	MPHOSPH6	MPP|MPP-6|MPP6	M-phase phosphoprotein 6	protein-coding
6:15304775	chr6	15304676	15304876	+	291	NA	intron (NM_001267040, intron 1 of 17)	intron (NM_001267040, intron 1 of 17)	55690	NM_001267040	3720	Hs.269059	NM_004973	ENSG00000008083	JARID2	JMJ	jumonji and AT-rich interaction domain containing 2	protein-coding
3:45160858	chr3	45160759	45160959	+	291	NA	intron (NM_178181, intron 1 of 3)	intron (NM_178181, intron 1 of 3)	27011	NM_022842	64866	Hs.476093	NM_022842	ENSG00000163814	CDCP1	CD318|SIMA135|TRASK	CUB domain containing protein 1	protein-coding
14:77300903	chr14	77300804	77301004	+	290	NA	intron (NM_194287, intron 3 of 13)	L2c|LINE|L2	8153	NM_194287	145497	Hs.147276	NM_194287	ENSG00000100565	LRRC74A	C14orf166B|LRRC74	leucine rich repeat containing 74A	protein-coding
9:120162131	chr9	120162032	120162232	+	290	NA	intron (NM_014010, intron 1 of 21)	intron (NM_014010, intron 1 of 21)	15203	NM_001365068	23245	Hs.601562	NM_014010	ENSG00000148219	ASTN2	bA67K19.1	astrotactin 2	protein-coding
15:72605249	chr15	72605150	72605350	+	289	NA	intron (NM_052840, intron 2 of 12)	intron (NM_052840, intron 2 of 12)	-6594	NM_001172685	60677	Hs.348342	NM_052840	ENSG00000140488	CELF6	BRUNOL6	CUGBP Elav-like family member 6	protein-coding
11:129294729	chr11	129294630	129294830	+	289	NA	intron (NM_003658, intron 1 of 3)	intron (NM_003658, intron 1 of 3)	48987	NM_003658	8538	Hs.591944	NM_003658	ENSG00000043039	BARX2	-	BARX homeobox 2	protein-coding
19:31186320	chr19	31186221	31186421	+	289	NA	intron (NM_001352260, intron 5 of 5)	intron (NM_001352260, intron 5 of 5)	323030	NM_014717	9745	Hs.378901	NM_014717	ENSG00000198597	ZNF536	-	zinc finger protein 536	protein-coding
16:54688453	chr16	54688354	54688554	+	289	NA	Intergenic	Intergenic	193691	NR_134971	101927480	Hs.499208	NR_134971	ENSG00000245694	LOC101927480	-	uncharacterized LOC101927480	ncRNA
1:106768214	chr1	106768115	106768315	+	289	NA	Intergenic	Intergenic	-197340	NR_146609	105378884	Hs.568533	NR_146609		LINC01677	-	long intergenic non-protein coding RNA 1677	ncRNA
15:75676760	chr15	75676661	75676861	+	289	NA	exon (NM_015477, exon 17 of 21)	exon (NM_015477, exon 17 of 21)	-15793	NM_001256494	4123	Hs.26232	NM_006715	ENSG00000140400	MAN2C1	MAN6A8|MANA|MANA1	mannosidase alpha class 2C member 1	protein-coding
12:105486347	chr12	105486248	105486448	+	289	NA	Intergenic	LTR9B|LTR|ERV1	-8112	NR_027752	160428	Hs.42572	NM_001034173	ENSG00000136010	ALDH1L2	mtFDH	aldehyde dehydrogenase 1 family member L2	protein-coding
10:98433369	chr10	98433270	98433470	+	289	NA	intron (NM_152309, intron 2 of 16)	intron (NM_152309, intron 2 of 16)	46901	NM_152309	118788	Hs.310456	NM_152309	ENSG00000155629	PIK3AP1	BCAP	phosphoinositide-3-kinase adaptor protein 1	protein-coding
11:45490082	chr11	45489983	45490183	+	289	NA	Intergenic	Intergenic	97135	NR_122071	399886	Hs.559970	NR_122071	ENSG00000255267	LINC02687	-	long intergenic non-protein coding RNA 2687	ncRNA
3:12909996	chr3	12909897	12910097	+	289	NA	Intergenic	LTR13_|LTR|ERVK	16713	NR_136189	105376955	Hs.561179	NR_136189	ENSG00000232746	LINC02022	-	long intergenic non-protein coding RNA 2022	ncRNA
2:182649378	chr2	182649279	182649479	+	289	NA	Intergenic	Intergenic	-103987	NR_146175	4760	Hs.574626	NM_002500	ENSG00000162992	NEUROD1	BETA2|BHF-1|MODY6|NEUROD|bHLHa3	neuronal differentiation 1	protein-coding
6:143863532	chr6	143863433	143863633	+	289	NA	Intergenic	Intergenic	19655	NR_027114	285740	Hs.432656	NR_027113	ENSG00000235740	PHACTR2-AS1	-	PHACTR2 antisense RNA 1	ncRNA
X:10645796	chrX	10645697	10645897	+	289	NA	promoter-TSS (NM_001098624)	promoter-TSS (NM_001098624)	-18	NM_001098624	4281	Hs.27695	NM_000381	ENSG00000101871	MID1	BBBG1|FXY|GBBB1|MIDIN|OGS1|OS|OSX|RNF59|TRIM18|XPRF|ZNFXY	midline 1	protein-coding
2:80340139	chr2	80340040	80340240	+	289	NA	intron (NM_001164883, intron 7 of 16)	intron (NM_001164883, intron 7 of 16)	191737	NM_178839	347730	Hs.591580	NM_178839	ENSG00000162951	LRRTM1	-	leucine rich repeat transmembrane neuronal 1	protein-coding
4:26034468	chr4	26034369	26034569	+	289	NA	Intergenic	Intergenic	118655	NM_001145432	389203	Hs.479386	NM_001145432	ENSG00000250317	SMIM20	C4orf52|MITRAC7|PNX	small integral membrane protein 20	protein-coding
17:1133394	chr17	1133295	1133495	+	289	NA	promoter-TSS (NM_001322842)	promoter-TSS (NM_001322842)	-379	NM_001322841	29	Hs.159306	NM_001092	ENSG00000159842	ABR	MDB	ABR activator of RhoGEF and GTPase	protein-coding
3:157574258,3:157574315	chr3	157574159	157574416	+	289	NA	Intergenic	Intergenic	249665	NM_006884	6474	Hs.55967	NM_003030	ENSG00000168779	SHOX2	OG12|OG12X|SHOT	short stature homeobox 2	protein-coding
15:69884509	chr15	69884410	69884610	+	289	NA	promoter-TSS (NR_126437)	promoter-TSS (NR_126437)	-29	NR_126437	104472713	Hs.430824	NR_126437	ENSG00000245750	PCAT29	-	prostate cancer associated transcript 29	ncRNA
15:85722018	chr15	85721919	85722119	+	289	NA	Intergenic	Intergenic	55993	NR_158179	101929479	Hs.681665	NR_158179		LOC101929479	-	golgin A2 pseudogene	pseudo
2:178576349	chr2	178576250	178576450	+	289	NA	intron (NR_136171, intron 4 of 4)	intron (NR_136171, intron 4 of 4)	38300	NR_136171	105373764	Hs.666361	NR_136171	ENSG00000229941	LOC105373764	-	uncharacterized LOC105373764	ncRNA
4:170541458	chr4	170541359	170541559	+	289	NA	promoter-TSS (NM_001829)	promoter-TSS (NM_001829)	-270	NM_001829	1182	Hs.481186	NM_001829	ENSG00000109572	CLCN3	CLC3|ClC-3	chloride voltage-gated channel 3	protein-coding
17:68134527,17:68134746	chr17	68134428	68134847	+	289	NA	Intergenic	Intergenic	30906	NR_036534	400617	Hs.225661	NR_036534	ENSG00000267365	KCNJ2-AS1	-	KCNJ2 antisense RNA 1	ncRNA
2:118941175	chr2	118941076	118941276	+	289	NA	intron (NR_144530, intron 2 of 2)	intron (NR_144530, intron 2 of 2)	2786	NR_144530	100506797	Hs.116176	NR_144530	ENSG00000226856	THORLNC	THOR	testis associated oncogenic lncRNA	ncRNA
16:14326520	chr16	14326421	14326621	+	289	NA	intron (NM_001365411, intron 6 of 14)	intron (NM_001365411, intron 6 of 14)	45978	NM_001365414	57496	Hs.49143	NM_014048	ENSG00000186260	MRTFB	MKL2|MRTF-B|NPD001	myocardin related transcription factor B	protein-coding
14:70309718	chr14	70309619	70309819	+	289	NA	Intergenic	Intergenic	31242	NR_149012	100506358		NR_149012		LOC100506358	-	uncharacterized LOC100506358	ncRNA
17:46622165	chr17	46622066	46622266	+	289	NA	exon (NM_002145, exon 1 of 2)	exon (NM_002145, exon 1 of 2)	227	NM_002145	3212	Hs.514289	NM_002145	ENSG00000173917	HOXB2	HOX2|HOX2H|Hox-2.8|K8	homeobox B2	protein-coding
6:25864092	chr6	25863993	25864193	+	289	NA	intron (NM_001098486, intron 2 of 12)	intron (NM_001098486, intron 2 of 12)	10378	NM_001098486	10786	Hs.327179	NM_006632	ENSG00000124564	SLC17A3	GOUT4|NPT4|UAQTL4	solute carrier family 17 member 3	protein-coding
